Date,Close,Net,PerctChg,Open,Low,High,Volume,O-C,H-L,PercentCVol
2019-03-13 12:30,"25,708.50",-17.09,-0.07%,"25,725.30","25,698.25","25,744.52","15,669,213",-16.8,46.27,-9.49%
2019-03-13 12:00,"25,725.59",-26.45,-0.10%,"25,752.07","25,707.76","25,763.13","17,311,908",-26.48,55.37,-11.84%
2019-03-13 11:30,"25,752.04",63.02,0.25%,"25,682.68","25,680.53","25,758.87","19,636,618",69.36,78.34,-6.95%
2019-03-13 11:00,"25,689.02",21.98,0.09%,"25,665.33","25,663.35","25,700.09","21,103,260",23.69,36.74,2.98%
2019-03-13 10:30,"25,667.04",-18.6,-0.07%,"25,686.43","25,663.46","25,701.39","20,492,470",-19.39,37.93,-33.95%
2019-03-13 10:00,"25,685.64",130.98,0.51%,"25,637.23","25,633.96","25,686.76","31,027,106",48.41,52.8,494.76%
2019-03-12 19:00,"25,554.66",0,0.00%,"25,554.66","25,554.66","25,554.66","5,216,753",0,0,-88.83%
2019-03-12 16:30,"25,554.66",-4.59,-0.02%,"25,564.77","25,554.66","25,564.77","46,689,147",-10.11,10.11,13.07%
2019-03-12 16:00,"25,559.25",-2.17,-0.01%,"25,561.45","25,530.45","25,591.55","41,290,748",-2.2,61.1,126.70%
2019-03-12 15:30,"25,561.42",-29.45,-0.12%,"25,590.75","25,523.37","25,595.90","18,213,917",-29.33,72.53,31.77%
2019-03-12 15:00,"25,590.87",7.29,0.03%,"25,586.59","25,574.60","25,617.73","13,822,166",4.28,43.13,-11.39%
2019-03-12 14:30,"25,583.58",6.9,0.03%,"25,576.78","25,575.99","25,618.99","15,598,471",6.8,43,30.84%
2019-03-12 14:00,"25,576.68",18.19,0.07%,"25,558.84","25,538.55","25,586.50","11,921,626",17.84,47.95,-10.13%
2019-03-12 13:30,"25,558.49",-0.51,0.00%,"25,558.55","25,530.94","25,576.02","13,265,514",-0.06,45.08,-10.72%
2019-03-12 13:00,"25,559.00",-20.6,-0.08%,"25,579.70","25,522.17","25,583.03","14,857,912",-20.7,60.86,0.03%
2019-03-12 12:30,"25,579.60",-26.65,-0.10%,"25,605.29","25,556.69","25,607.70","14,854,123",-25.69,51.01,-14.45%
2019-03-12 12:00,"25,606.25",51.21,0.20%,"25,554.94","25,543.61","25,607.08","17,362,584",51.31,63.47,-26.31%
2019-03-12 11:30,"25,555.04",-59.67,-0.23%,"25,616.17","25,542.07","25,616.17","23,561,530",-61.13,74.1,5.88%
2019-03-12 11:00,"25,614.71",-26.63,-0.10%,"25,643.24","25,608.84","25,675.44","22,253,045",-28.53,66.6,-9.38%
2019-03-12 10:30,"25,641.34",32.48,0.13%,"25,608.39","25,571.71","25,641.71","24,557,435",32.95,70,-28.34%
2019-03-12 10:00,"25,608.86",-42.02,-0.16%,"25,600.30","25,585.31","25,654.21","34,269,121",8.56,68.9,737.48%
2019-03-11 17:00,"25,650.88",0,0.00%,"25,650.88","25,650.88","25,650.88","4,091,932",0,0,-90.82%
2019-03-11 16:30,"25,650.88",-3.7,-0.01%,"25,649.12","25,649.12","25,651.42","44,582,778",1.76,2.3,-0.14%
2019-03-11 16:00,"25,654.58",35.94,0.14%,"25,619.01","25,615.45","25,661.63","44,645,417",35.57,46.18,148.47%
2019-03-11 15:30,"25,618.64",1.5,0.01%,"25,614.21","25,594.37","25,644.12","17,968,080",4.43,49.75,22.73%
2019-03-11 15:00,"25,617.14",-6.28,-0.02%,"25,623.38","25,597.44","25,643.37","14,640,815",-6.24,45.93,6.17%
2019-03-11 14:30,"25,623.42",12.29,0.05%,"25,611.00","25,595.03","25,644.25","13,790,193",12.42,49.22,16.36%
2019-03-11 14:00,"25,611.13",10.59,0.04%,"25,600.72","25,587.85","25,614.43","11,850,962",10.41,26.58,-2.04%
2019-03-11 13:30,"25,600.54",71.34,0.28%,"25,529.30","25,528.42","25,603.49","12,097,908",71.24,75.07,-4.53%
2019-03-11 13:00,"25,529.20",0.78,0.00%,"25,527.13","25,515.70","25,555.10","12,671,652",2.07,39.4,-19.13%
2019-03-11 12:30,"25,528.42",-24.19,-0.09%,"25,552.03","25,514.66","25,565.94","15,670,058",-23.61,51.28,-5.70%
2019-03-11 12:00,"25,552.61",5.45,0.02%,"25,547.74","25,507.38","25,565.27","16,617,407",4.87,57.89,-12.76%
2019-03-11 11:30,"25,547.16",19.46,0.08%,"25,526.36","25,500.75","25,573.01","19,046,967",20.8,72.26,-3.35%
2019-03-11 11:00,"25,527.70",92.29,0.36%,"25,435.94","25,414.78","25,533.23","19,707,079",91.76,118.45,-6.40%
2019-03-11 10:30,"25,435.41",42.88,0.17%,"25,392.30","25,382.92","25,457.86","21,055,223",43.11,74.94,-49.09%
2019-03-11 10:00,"25,392.53",-57.71,-0.23%,"25,208.00","25,208.00","25,394.36","41,355,834",184.53,186.36,5048.19%
2019-03-08 17:00,"25,450.24",0,0.00%,"25,450.24","25,450.24","25,450.24","803,309",0,0,-97.82%
2019-03-08 16:30,"25,450.24",0.14,0.00%,"25,449.03","25,448.02","25,450.31","36,836,367",1.21,2.29,-6.18%
2019-03-08 16:00,"25,450.10",101.64,0.40%,"25,348.23","25,341.72","25,466.14","39,264,011",101.87,124.42,168.70%
2019-03-08 15:30,"25,348.46",-23.88,-0.09%,"25,372.37","25,344.99","25,403.39","14,612,394",-23.91,58.4,8.30%
2019-03-08 15:00,"25,372.34",28.83,0.11%,"25,343.41","25,343.41","25,411.62","13,492,270",28.93,68.21,33.57%
2019-03-08 14:30,"25,343.51",12.3,0.05%,"25,331.18","25,305.07","25,350.53","10,101,521",12.33,45.46,4.70%
2019-03-08 14:00,"25,331.21",24.12,0.10%,"25,306.84","25,293.77","25,340.19","9,647,953",24.37,46.42,-6.50%
2019-03-08 13:30,"25,307.09",22.34,0.09%,"25,284.57","25,281.34","25,314.51","10,318,231",22.52,33.17,-5.48%
2019-03-08 13:00,"25,284.75",-55.26,-0.22%,"25,339.30","25,278.97","25,346.51","10,916,269",-54.55,67.54,-10.56%
2019-03-08 12:30,"25,340.01",-1.18,0.00%,"25,341.07","25,307.42","25,348.00","12,205,610",-1.06,40.58,-19.09%
2019-03-08 12:00,"25,341.19",-35.34,-0.14%,"25,377.45","25,341.19","25,392.76","15,085,066",-36.26,51.57,-9.23%
2019-03-08 11:30,"25,376.53",32.32,0.13%,"25,344.13","25,320.88","25,393.07","16,619,389",32.4,72.19,-15.97%
2019-03-08 11:00,"25,344.21",18.26,0.07%,"25,325.71","25,305.07","25,412.76","19,777,263",18.5,107.69,-14.92%
2019-03-08 10:30,"25,325.95",24.88,0.10%,"25,301.31","25,274.38","25,338.43","23,244,235",24.64,64.05,-38.13%
2019-03-08 10:00,"25,301.07",-172.16,-0.68%,"25,347.38","25,252.46","25,347.38","37,572,173",-46.31,94.92,417.15%
2019-03-07 17:30,"25,473.23",0,0.00%,"25,473.23","25,473.23","25,473.23","7,265,222",0,0,-85.22%
2019-03-07 16:30,"25,473.23",5.16,0.02%,"25,470.62","25,470.62","25,473.23","49,147,477",2.61,2.61,17.88%
2019-03-07 16:00,"25,468.07",52.47,0.21%,"25,415.58","25,414.38","25,485.41","41,693,424",52.49,71.03,121.28%
2019-03-07 15:30,"25,415.60",-2.28,-0.01%,"25,418.15","25,390.80","25,456.63","18,841,692",-2.55,65.83,27.05%
2019-03-07 15:00,"25,417.88",-58.77,-0.23%,"25,476.83","25,410.01","25,486.12","14,830,123",-58.95,76.11,23.40%
2019-03-07 14:30,"25,476.65",-39.69,-0.16%,"25,516.44","25,452.37","25,530.95","12,017,950",-39.79,78.58,13.91%
2019-03-07 14:00,"25,516.34",-15.43,-0.06%,"25,531.78","25,497.91","25,556.21","10,550,585",-15.44,58.3,7.58%
2019-03-07 13:30,"25,531.77",-12.75,-0.05%,"25,544.17","25,518.40","25,547.56","9,807,238",-12.4,29.16,-26.35%
2019-03-07 13:00,"25,544.52",67.17,0.26%,"25,477.62","25,433.11","25,553.59","13,315,440",66.9,120.48,17.00%
2019-03-07 12:30,"25,477.35",13.31,0.05%,"25,463.53","25,439.73","25,486.68","11,380,976",13.82,46.95,-13.06%
2019-03-07 12:00,"25,464.04",28.73,0.11%,"25,436.49","25,436.49","25,492.49","13,090,258",27.55,56,-4.66%
2019-03-07 11:30,"25,435.31",-1.53,-0.01%,"25,436.28","25,390.81","25,444.30","13,729,675",-0.97,53.49,-27.68%
2019-03-07 11:00,"25,436.84",24.01,0.09%,"25,413.54","25,376.94","25,454.38","18,983,892",23.3,77.44,-18.96%
2019-03-07 10:30,"25,412.83",-46.01,-0.18%,"25,458.33","25,352.55","25,458.33","23,424,132",-45.5,105.78,-24.60%
2019-03-07 10:00,"25,458.84",-214.62,-0.84%,"25,645.45","25,418.75","25,645.45","31,066,049",-186.61,226.7,619.92%
2019-03-06 18:00,"25,673.46",0,0.00%,"25,673.46","25,673.46","25,673.46","4,315,196",0,0,-89.38%
2019-03-06 16:30,"25,673.46",-2.35,-0.01%,"25,675.63","25,673.46","25,675.69","40,643,994",-2.17,2.23,8.86%
2019-03-06 16:00,"25,675.81",2.78,0.01%,"25,673.33","25,670.65","25,715.16","37,335,725",2.48,44.51,156.25%
2019-03-06 15:30,"25,673.03",-19.51,-0.08%,"25,692.44","25,648.43","25,708.05","14,570,317",-19.41,59.62,23.11%
2019-03-06 15:00,"25,692.54",-9.67,-0.04%,"25,702.29","25,674.88","25,710.99","11,835,114",-9.75,36.11,15.92%
2019-03-06 14:30,"25,702.21",-5.35,-0.02%,"25,707.28","25,693.24","25,721.98","10,209,829",-5.07,28.74,-10.32%
2019-03-06 14:00,"25,707.56",59.22,0.23%,"25,648.31","25,648.31","25,709.71","11,384,838",59.25,61.4,16.71%
2019-03-06 13:30,"25,648.34",-1.09,0.00%,"25,649.54","25,633.71","25,667.57","9,755,125",-1.2,33.86,-10.17%
2019-03-06 13:00,"25,649.43",-16.19,-0.06%,"25,666.74","25,647.01","25,699.94","10,858,942",-17.31,52.93,-1.60%
2019-03-06 12:30,"25,665.62",-4.43,-0.02%,"25,670.17","25,659.24","25,717.98","11,035,064",-4.55,58.74,-16.16%
2019-03-06 12:00,"25,670.05",-48.66,-0.19%,"25,718.82","25,646.96","25,734.22","13,161,725",-48.77,87.26,-2.09%
2019-03-06 11:30,"25,718.71",-14.11,-0.05%,"25,732.76","25,708.17","25,766.72","13,443,169",-14.05,58.55,-6.51%
2019-03-06 11:00,"25,732.82",-13.94,-0.05%,"25,746.48","25,706.70","25,757.37","14,379,169",-13.66,50.67,-30.87%
2019-03-06 10:30,"25,746.76",-42.43,-0.16%,"25,790.57","25,746.76","25,812.91","20,800,494",-43.81,66.15,-36.04%
2019-03-06 10:00,"25,789.19",-17.44,-0.07%,"25,818.76","25,773.77","25,837.61","32,521,194",-29.57,63.84,3226.76%
2019-03-05 17:30,"25,806.63",0,0.00%,"25,806.63","25,806.63","25,806.63","977,564",0,0,-97.98%
2019-03-05 16:30,"25,806.63",-1.79,-0.01%,"25,808.19","25,806.56","25,808.53","48,467,453",-1.56,1.97,29.60%
2019-03-05 16:00,"25,808.42",-26.18,-0.10%,"25,834.57","25,804.97","25,877.15","37,397,291",-26.15,72.18,160.78%
2019-03-05 15:30,"25,834.60",-23.01,-0.09%,"25,857.85","25,827.56","25,858.19","14,340,579",-23.25,30.63,24.12%
2019-03-05 15:00,"25,857.61",12.56,0.05%,"25,844.73","25,829.38","25,860.93","11,553,379",12.88,31.55,19.63%
2019-03-05 14:30,"25,845.05",29.08,0.11%,"25,815.56","25,812.73","25,850.19","9,657,214",29.49,37.46,3.14%
2019-03-05 14:00,"25,815.97",15.95,0.06%,"25,800.07","25,790.57","25,822.88","9,363,381",15.9,32.31,-4.71%
2019-03-05 13:30,"25,800.02",-35.08,-0.14%,"25,835.10","25,798.85","25,863.89","9,826,207",-35.08,65.04,-0.21%
2019-03-05 13:00,"25,835.10",19.63,0.08%,"25,815.74","25,810.92","25,835.28","9,847,091",19.36,24.36,-10.24%
2019-03-05 12:30,"25,815.47",-5.74,-0.02%,"25,821.48","25,799.26","25,832.59","10,970,013",-6.01,33.33,-18.96%
2019-03-05 12:00,"25,821.21",-3.44,-0.01%,"25,824.96","25,808.75","25,871.31","13,536,817",-3.75,62.56,-4.65%
2019-03-05 11:30,"25,824.65",59.59,0.23%,"25,765.06","25,753.51","25,833.26","14,197,453",59.59,79.75,-1.90%
2019-03-05 11:00,"25,765.06",9.74,0.04%,"25,755.49","25,747.40","25,802.10","14,472,235",9.57,54.7,-22.43%
2019-03-05 10:30,"25,755.32",-0.14,0.00%,"25,756.47","25,741.95","25,843.42","18,656,809",-1.15,101.47,-35.67%
2019-03-05 10:00,"25,755.46",-64.19,-0.25%,"25,829.07","25,725.63","25,829.75","28,999,571",-73.61,104.12,851.64%
2019-03-04 17:30,"25,819.65",0,0.00%,"25,819.65","25,819.65","25,819.65","3,047,322",0,0,-93.27%
2019-03-04 16:30,"25,819.65",-6.06,-0.02%,"25,824.12","25,819.65","25,824.12","45,288,456",-4.47,4.47,10.86%
2019-03-04 16:00,"25,825.71",48.77,0.19%,"25,776.83","25,764.58","25,825.71","40,850,259",48.88,61.13,185.52%
2019-03-04 15:30,"25,776.94",2.55,0.01%,"25,774.49","25,745.09","25,795.16","14,307,438",2.45,50.07,5.36%
2019-03-04 15:00,"25,774.39",-31.19,-0.12%,"25,805.55","25,771.12","25,815.99","13,579,012",-31.16,44.87,4.62%
2019-03-04 14:30,"25,805.58",60.74,0.24%,"25,744.64","25,729.15","25,808.24","12,979,706",60.94,79.09,8.16%
2019-03-04 14:00,"25,744.84",46.45,0.18%,"25,696.66","25,684.17","25,750.77","12,000,966",48.18,66.6,-12.18%
2019-03-04 13:30,"25,698.39",42.33,0.17%,"25,658.36","25,611.55","25,701.47","13,666,083",40.03,89.92,-4.41%
2019-03-04 13:00,"25,656.06",-44.48,-0.17%,"25,699.92","25,626.42","25,724.40","14,296,338",-43.86,97.98,-22.28%
2019-03-04 12:30,"25,700.54",-28.66,-0.11%,"25,729.89","25,640.85","25,771.04","18,394,882",-29.35,130.19,-12.31%
2019-03-04 12:00,"25,729.20",-177.06,-0.68%,"25,906.44","25,695.95","25,912.02","20,977,910",-177.24,216.07,15.84%
2019-03-04 11:30,"25,906.26",-92.46,-0.36%,"25,998.86","25,901.96","26,007.39","18,109,705",-92.6,105.43,3.20%
2019-03-04 11:00,"25,998.72",-82.75,-0.32%,"26,082.36","25,993.44","26,094.39","17,548,990",-83.64,100.95,-11.70%
2019-03-04 10:30,"26,081.47",-12.03,-0.05%,"26,092.91","26,033.59","26,103.45","19,875,264",-11.44,69.86,-35.01%
2019-03-04 10:00,"26,093.50",67.18,0.26%,"26,122.19","26,056.35","26,155.98","30,583,512",-28.69,99.63,3031.39%
2019-03-01 17:00,"26,026.32",0,0.00%,"26,026.32","26,026.32","26,026.32","976,674",0,0,-98.03%
2019-03-01 16:30,"26,026.32",-1.01,0.00%,"26,031.20","26,026.32","26,031.20","49,531,748",-4.88,4.88,10.04%
2019-03-01 16:00,"26,027.33",2.01,0.01%,"26,025.30","26,014.19","26,072.43","45,012,302",2.03,58.24,210.25%
2019-03-01 15:30,"26,025.32",0.27,0.00%,"26,025.11","26,009.87","26,029.85","14,508,317",0.21,19.98,1.23%
2019-03-01 15:00,"26,025.05",-19.9,-0.08%,"26,044.88","26,018.86","26,045.57","14,332,041",-19.83,26.71,-8.88%
2019-03-01 14:30,"26,044.95",57.69,0.22%,"25,987.63","25,983.84","26,045.76","15,727,912",57.32,61.92,48.12%
2019-03-01 14:00,"25,987.26",1.39,0.01%,"25,985.39","25,984.83","26,003.52","10,618,543",1.87,18.69,-3.53%
2019-03-01 13:30,"25,985.87",-1.66,-0.01%,"25,987.38","25,982.95","26,001.38","11,007,533",-1.51,18.43,-20.95%
2019-03-01 13:00,"25,987.53",7.93,0.03%,"25,979.56","25,960.07","25,989.72","13,924,674",7.97,29.65,10.43%
2019-03-01 12:30,"25,979.60",41.12,0.16%,"25,939.25","25,935.35","25,984.14","12,609,802",40.35,48.79,-21.29%
2019-03-01 12:00,"25,938.48",-36.05,-0.14%,"25,974.63","25,914.37","25,980.35","16,020,886",-36.15,65.98,7.34%
2019-03-01 11:30,"25,974.53",-32.8,-0.13%,"26,007.21","25,950.78","26,011.95","14,925,943",-32.68,61.17,-5.80%
2019-03-01 11:00,"26,007.33",-4.98,-0.02%,"26,012.51","25,977.83","26,015.14","15,845,297",-5.18,37.31,-24.77%
2019-03-01 10:30,"26,012.31",-112.14,-0.43%,"26,124.83","25,991.28","26,124.83","21,061,169",-112.52,133.55,-37.66%
2019-03-01 10:00,"26,124.45",208.45,0.80%,"26,019.67","26,019.67","26,143.92","33,784,914",104.78,124.25,23796.02%
2019-02-28 17:00,"25,916.00",0,0.00%,"25,916.00","25,916.00","25,916.00","141,383",0,0,-99.86%
2019-02-28 16:30,"25,916.00",2.65,0.01%,"25,916.27","25,914.57","25,916.27","100,079,424",-0.27,1.7,82.49%
2019-02-28 16:00,"25,913.35",-31.92,-0.12%,"25,945.10","25,896.56","25,962.22","54,841,693",-31.75,65.66,236.82%
2019-02-28 15:30,"25,945.27",14.85,0.06%,"25,930.36","25,923.29","25,952.61","16,282,402",14.91,29.32,27.43%
2019-02-28 15:00,"25,930.42",-38.43,-0.15%,"25,969.13","25,916.30","25,969.13","12,777,616",-38.71,52.83,15.01%
2019-02-28 14:30,"25,968.85",4.72,0.02%,"25,963.71","25,935.87","25,973.02","11,110,243",5.14,37.15,3.83%
2019-02-28 14:00,"25,964.13",12.24,0.05%,"25,952.22","25,946.16","25,972.80","10,700,903",11.91,26.64,3.30%
2019-02-28 13:30,"25,951.89",-33.93,-0.13%,"25,985.69","25,942.56","25,987.25","10,358,984",-33.8,44.69,-10.42%
2019-02-28 13:00,"25,985.82",6.84,0.03%,"25,979.21","25,953.05","25,985.82","11,563,335",6.61,32.77,-22.04%
2019-02-28 12:30,"25,978.98",20.56,0.08%,"25,958.60","25,949.21","25,987.18","14,832,699",20.38,37.97,0.48%
2019-02-28 12:00,"25,958.42",8.35,0.03%,"25,949.79","25,945.72","25,982.86","14,761,554",8.63,37.14,-1.19%
2019-02-28 11:30,"25,950.07",8.27,0.03%,"25,941.60","25,917.52","25,973.82","14,939,201",8.47,56.3,-21.25%
2019-02-28 11:00,"25,941.80",-19.05,-0.07%,"25,960.25","25,918.47","25,996.09","18,971,442",-18.45,77.62,-4.58%
2019-02-28 10:30,"25,960.85",-52.91,-0.20%,"26,013.41","25,927.47","26,013.41","19,881,557",-52.56,85.94,-27.12%
2019-02-28 10:00,"26,013.76",28.6,0.11%,"25,984.28","25,959.31","26,029.21","27,278,890",29.48,69.9,4443.09%
2019-02-27 17:00,"25,985.16",0,0.00%,"25,985.16","25,985.16","25,985.16","600,448",0,0,-98.38%
2019-02-27 16:30,"25,985.16",-2.23,-0.01%,"25,986.04","25,985.16","25,986.04","37,126,473",-0.88,0.88,-0.42%
2019-02-27 16:00,"25,987.39",4.8,0.02%,"25,982.77","25,965.05","26,005.57","37,283,255",4.62,40.52,167.42%
2019-02-27 15:30,"25,982.59",-21.16,-0.08%,"26,003.62","25,981.84","26,020.99","13,941,679",-21.03,39.15,9.19%
2019-02-27 15:00,"26,003.75",3.73,0.01%,"25,999.98","25,991.87","26,030.11","12,767,893",3.77,38.24,6.73%
2019-02-27 14:30,"26,000.02",-4.41,-0.02%,"26,004.33","25,991.69","26,022.10","11,963,238",-4.31,30.41,6.78%
2019-02-27 14:00,"26,004.43",-15.97,-0.06%,"26,020.29","25,988.53","26,023.10","11,203,426",-15.86,34.57,12.82%
2019-02-27 13:30,"26,020.40",39.11,0.15%,"25,981.48","25,980.11","26,039.68","9,930,334",38.92,59.57,2.92%
2019-02-27 13:00,"25,981.29",8.16,0.03%,"25,972.98","25,972.98","25,993.91","9,648,427",8.31,20.93,-11.01%
2019-02-27 12:30,"25,973.13",11.35,0.04%,"25,961.76","25,958.79","25,983.16","10,842,731",11.37,24.37,-10.34%
2019-02-27 12:00,"25,961.78",19.54,0.08%,"25,941.75","25,932.50","25,968.76","12,092,738",20.03,36.26,-27.34%
2019-02-27 11:30,"25,942.24",30.96,0.12%,"25,911.28","25,899.33","25,949.38","16,642,879",30.96,50.05,-25.15%
2019-02-27 11:00,"25,911.28",7.93,0.03%,"25,902.91","25,893.50","25,939.72","22,234,175",8.37,46.22,-3.97%
2019-02-27 10:30,"25,903.35",-97.03,-0.37%,"25,999.92","25,877.24","26,005.26","23,152,630",-96.57,128.02,-10.76%
2019-02-27 10:00,"26,000.38",-57.6,-0.22%,"25,995.60","25,978.78","26,036.53","25,945,463",4.78,57.75,2979.26%
2019-02-26 17:00,"26,057.98",0,0.00%,"26,057.98","26,057.98","26,057.98","842,588",0,0,-97.98%
2019-02-26 16:30,"26,057.98",1.61,0.01%,"26,059.14","26,057.10","26,059.14","41,654,605",-1.16,2.04,15.31%
2019-02-26 16:00,"26,056.37",-65.33,-0.25%,"26,121.60","26,054.34","26,141.76","36,124,514",-65.23,87.42,121.15%
2019-02-26 15:30,"26,121.70",-10.49,-0.04%,"26,132.05","26,121.50","26,155.29","16,334,889",-10.35,33.79,29.79%
2019-02-26 15:00,"26,132.19",46.89,0.18%,"26,085.24","26,085.24","26,139.35","12,585,496",46.95,54.11,22.09%
2019-02-26 14:30,"26,085.30",1.81,0.01%,"26,083.99","26,073.71","26,107.32","10,308,300",1.31,33.61,1.64%
2019-02-26 14:00,"26,083.49",-3.32,-0.01%,"26,085.91","26,065.83","26,087.22","10,142,070",-2.42,21.39,7.73%
2019-02-26 13:30,"26,086.81",16.71,0.06%,"26,069.97","26,067.32","26,102.54","9,414,630",16.84,35.22,-12.69%
2019-02-26 13:00,"26,070.10",-17.86,-0.07%,"26,088.11","26,054.62","26,093.41","10,782,658",-18.01,38.79,12.82%
2019-02-26 12:30,"26,087.96",9.38,0.04%,"26,078.77","26,067.10","26,108.92","9,557,204",9.19,41.82,-22.23%
2019-02-26 12:00,"26,078.58",-13.09,-0.05%,"26,092.57","26,063.20","26,121.19","12,289,133",-13.99,57.99,-22.07%
2019-02-26 11:30,"26,091.67",112.95,0.43%,"25,978.90","25,973.24","26,110.31","15,768,956",112.77,137.07,-0.44%
2019-02-26 11:00,"25,978.72",-67.65,-0.26%,"26,046.47","25,978.72","26,070.48","15,838,876",-67.75,91.76,-24.49%
2019-02-26 10:30,"26,046.37",37.89,0.15%,"26,008.48","26,007.66","26,081.82","20,974,876",37.89,74.16,-40.46%
2019-02-26 10:00,"26,008.48",-83.47,-0.32%,"26,051.61","25,966.01","26,051.61","35,226,967",-43.13,85.6,2432.34%
2019-02-25 17:00,"26,091.95",0,0.00%,"26,091.95","26,091.95","26,091.95","1,391,081",0,0,-96.99%
2019-02-25 16:30,"26,091.95",6.51,0.03%,"26,094.33","26,091.95","26,095.82","46,177,347",-2.38,3.87,9.50%
2019-02-25 16:00,"26,085.44",-17.96,-0.07%,"26,103.33","26,080.66","26,144.16","42,170,712",-17.89,63.5,145.42%
2019-02-25 15:30,"26,103.40",-37.89,-0.14%,"26,141.18","26,101.41","26,148.52","17,182,783",-37.78,47.11,30.99%
2019-02-25 15:00,"26,141.29",-13.25,-0.05%,"26,154.52","26,140.03","26,162.56","13,117,607",-13.23,22.53,19.83%
2019-02-25 14:30,"26,154.54",-2.39,-0.01%,"26,157.07","26,153.25","26,178.80","10,946,580",-2.53,25.55,-16.01%
2019-02-25 14:00,"26,156.93",9,0.03%,"26,147.46","26,125.66","26,160.31","13,033,802",9.47,34.65,16.15%
2019-02-25 13:30,"26,147.93",-18.78,-0.07%,"26,167.35","26,144.54","26,180.59","11,221,980",-19.42,36.05,-18.77%
2019-02-25 13:00,"26,166.71",-22.53,-0.09%,"26,189.11","26,154.24","26,196.60","13,815,207",-22.4,42.36,0.36%
2019-02-25 12:30,"26,189.24",-24.34,-0.09%,"26,213.54","26,182.04","26,218.13","13,765,248",-24.3,36.09,4.87%
2019-02-25 12:00,"26,213.58",12.43,0.05%,"26,201.47","26,192.27","26,229.12","13,125,760",12.11,36.85,-5.24%
2019-02-25 11:30,"26,201.15",-36.99,-0.14%,"26,237.85","26,195.54","26,240.65","13,851,312",-36.7,45.11,-18.07%
2019-02-25 11:00,"26,238.14",71.27,0.27%,"26,166.93","26,159.04","26,241.42","16,906,216",71.21,82.38,-13.65%
2019-02-25 10:30,"26,166.87",-27.3,-0.10%,"26,194.31","26,156.38","26,215.37","19,578,227",-27.44,58.99,-44.57%
2019-02-25 10:00,"26,194.17",162.36,0.62%,"26,126.15","26,122.99","26,232.28","35,319,122",68.02,109.29,2325.46%
